	H800_swab_1	H800_swab_2	H801_swab_1	H802_swab_1	H802_swab_2	H803_swab_1	H803_swab_2	H804_swab_1	H804_swab_4	H805_swab_1	H805_swab_2	H806_swab_1	H806_swab_2	H807_swab_1	H807_swab_2	H809_swab_1	H809_swab_2	H810_swab_1	H813_swab_3	H813_swab_4	H814_chip	H814_chip_2	H815_chip	H817_chip	H817_swab_1	H817_swab_2	H818_swab_1	H818_swab_2	H819_swab_1	H819_swab_2	H820_swab_1	H820_swab_2	H821_chip	H821_swab_1	H821_swab_2	H822_swab_1	H822_swab_2	H823_chip	H823_swab_1	H825_swab_1	H825_swab_2	H827_chip	H827_swab_1	H827_swab_2	H831_chip	H831_chip_2	H831_swab_1	H831_swab_2	H833_swab_1	H834_swab_1	H834_swab_2	H835_chip	H835_chip_2	H837_swab_1	H837_swab_2	H838_chip	H840_chip	H840_swab_1	H840_swab_2	H841_chip	H841_swab_1	H841_swab_2
A Hypothetical Protein Related to Proline Metabolism	1662.33333333333	1034.16666666667	1815.5	296	352.166666666667	175.833333333333	397	422.5	871.666666666667	1467.5	1804.16666666667	2392.66666666667	1667.83333333333	1353	1355	309	1278.33333333333	1108.83333333333	655.833333333334	602	2759.33333333333	541.666666666667	1304.33333333333	247	471.166666666667	479	636.833333333333	133.5	320.666666666667	727.333333333333	573	220.666666666667	1318.5	574.833333333333	1275.5	285	212.833333333333	64.5	350	899.5	352.166666666667	431.5	1074.5	256	8	303.166666666667	693.666666666667	1367.66666666667	2035.16666666667	660.5	1360.33333333333	1757	498	12	66.6666666666667	1522	329.166666666667	2655.66666666667	2203.66666666667	633	2146.16666666667	2778.33333333333
A new toxin - antitoxin system	121	131	170	25	49	267	11	89	55	116	393	507	391	115	65	25	1326	270	97	96	46	6	158	0	31	94	10	9	19	68	13	30	0	32	112	60	44	1	122	35	26	0	4	12	0	44	18	50	36	79	9	11	5	7	11	5	8	1774	792	24	532	507
ABC transporter YeiABEF	59	3	72	10	21	3	1	19	5	174	674	716	3570	9	9	1	7185	16	14	13	8	2	53	0	7	17	4	6	0	4	0	4	0	7	11	6	4	4	10	2	1	0	2	0	0	131	4	3	0	3	8	10	6	4	4	6	2	12767	4682	0	1516	398
ABC transporter YxeMNO	14	14	16	5	9	7	18	4	7	69	67	150	212	27	4	4	1300	5	7	8	26	2	1	2	13	6	30	2	4	0	8	4	2	2	30	2	0	4	5	6	0	0	8	8	0	5	40	69	33	0	2	16	4	2	0	8	0	14	29	2	18	35
ABC transporter of unknown substrate X	23	19	6	1	9	5	19	1	84	151	19	22	16	147	26	10	8	2	0	0	231	60	11	0	0	4	1	0	122	54	148	0	344	2	2	0	2	7	4	85	18	166	0	8	0	5	3	40	1	6	5	212	67	0	4	408	108	10	8	223	29	19
ABC transporter tungstate (TC 3.A.1.6.2)	2872	221	3937	51	80	19	44	174	120	262	930	342	184	138	21	8	35	56	74	92	422	321	188	4	38	96	20	16	9	5	4	36	28	29	640	82	53	18	104	81	52	39	6	306	4	159	21	388	20	18	11	464	76	8	65	22	20	932	1446	34	798	2014
ABC-type iron transport system	172	23	92	14	21	1	9	41	39	111	346	388	338	19	19	6	473	89	13	14	1	2	18	0	10	30	9	6	1	52	6	7	0	49	978	15	20	0	26	6	7	3	5	8	0	196	2	34	7	2	9	1	4	0	77	1	0	694	1281	1	1259	1903
AMP to 3-phosphoglycerate	0	0.5	0	0	0	1	0	0.666666666666667	0.666666666666667	0	0	0	0	0	0	0	0.333333333333333	0	0	3.66666666666667	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0.666666666666667	0.333333333333333	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ATP-dependent Nuclease	487.5	284	20.5	38.5	91.5	63	570.5	56.5	47	1588.5	261.5	1929.5	1723	3904	4982.5	48	57	1	181	89.5	2.5	35.5	69	119	227.5	61.5	987	9	20	5	936	11.5	195	11	1443.5	43.5	26.5	3	42.5	27	11.5	15.5	1717	113.5	0	45.5	1678.5	4302.5	2456	15	37.5	18	3	2.5	21	8	7	42.5	501.5	11.5	279.5	337
ATP-dependent RNA helicases, bacterial	5484	3765	6343	668	1115	645	1821	1442	3618	8023	15420	10582	9111	6487	7231	333	10033	6845	1187	1163	5115	1359	3287	101	640	1279	1640	208	699	4138	1734	378	2143	1962	6332	853	697	107	1305	854	411	161	4341	640	2	1410	2820	5853	11218	281	275	2424	608	66	357	1362	263	18608	12971	666	11786	14113
AaeAB efflux system for hydroxylated, aromatic carboxylic acids	0	0	2	2	10	0	2	5	0	152	444	520	2325	1	2	0	4977	0	2	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	29	3	0	0	0	0	0	101	0	0	0	0	0	0	0	2	2	0	0	8546	3158	0	1116	269
Acetoin, butanediol metabolism	1970	1317.83333333333	2328.5	997.166666666667	1172.66666666667	4146.83333333333	299.25	1224.58333333333	1250.41666666667	2199.66666666667	2840.16666666666	2741.66666666667	2794.5	1511.08333333333	894.750000000001	545.166666666667	3058.41666666666	2101.58333333333	1027.66666666667	1030.5	6492.74999999999	1203.58333333333	3852.75	1491.5	1478.41666666667	1163.66666666667	1031.25	1852.83333333333	571.083333333334	1565.08333333333	862.083333333333	533.583333333333	7277.41666666666	985.25	1911.16666666667	1376.08333333333	843.583333333333	213.25	939.166666666666	4261.33333333333	1755.41666666667	5210.16666666667	1917.08333333333	401.583333333333	37	425.916666666667	1200.83333333333	2041.66666666667	1037.5	2313.5	5263.16666666667	4371.16666666667	1181	4337.16666666667	6257.66666666667	6238.83333333334	2120	6252.91666666667	3690.41666666667	5168.58333333333	3212	3777.83333333333
Acetolactate synthase subunits	1818	1116	2135.66666666667	442.5	509.25	965.416666666667	248.25	617.166666666667	1129.58333333333	1425.58333333333	2538.75	1092.16666666667	1591.91666666667	935.833333333333	745.166666666667	379.25	1725.75	995.583333333333	669.833333333333	633.833333333334	3024	697.333333333333	2259.25	448	747.083333333333	653.75	670.416666666667	618.166666666667	462.583333333333	816.75	471.25	348.5	1172.25	549.416666666667	910.916666666667	545.916666666666	361.75	93.1666666666667	483.416666666667	926.166666666667	450.583333333333	1124.66666666667	354.25	270.666666666667	7.83333333333333	258.416666666667	454.75	775.416666666667	636.833333333333	588.416666666667	1134.33333333333	2244.5	665.666666666667	1020.91666666667	1405.75	1483.41666666667	428.916666666667	4119.91666666667	2428.5	1286.16666666667	2160.75	2387.58333333333
Acetone carboxylase	6	6	6	16	23	137	22	38	5	58	8	164	91	2	1	8	5	4	5	6	22	2	86	66	4	18	0	0	0	2	2	4	478	2	11	2	28	27	15	255	76	582	0	2	9	29	4	42	0	25	5	421	173	206	44	1669	79	17	7	891	582	104
Acetophenone carboxylase 1	0	1	0	5.5	6	10	1	17.5	0	5	34	4	0	2	1.5	4.5	1	0	2.5	1	57	1.5	142.5	3	1	5.5	0	0	1	1	1	0	81	1	0	5	4	0	9	148.5	33	69.5	1	0	0	2	3	6	0	3	3	32	10	31	21	81.5	10	1	1	70.5	1	0
Acetyl-CoA Pathway Wood-Ljungdahl	4009.91666666666	1554.68333333333	4970.4	1075.31666666667	1132.23333333333	728.566666666666	527.7	1607.11666666667	2559.58333333333	2884.56666666667	5837.91666666666	4956.85	3630.66666666667	1635.8	647.8	711.816666666667	3678.46666666667	2158.98333333333	1698.66666666667	1670.4	10083.1166666667	2197.26666666667	6644.18333333333	1062.81666666667	1343.7	1708.03333333333	1702.15	598.166666666667	716.8	1318.7	676.016666666667	807.9	5515.78333333333	1088.95	3428.58333333333	1115.35	850.416666666666	286.616666666667	1599.23333333334	4119.16666666667	1544.2	1359.63333333333	799.716666666667	677.783333333333	25.2	682.35	2004.63333333333	3392.15	4964.46666666667	957.283333333333	1220.78333333333	7855.9	2309.4	591.583333333333	799.366666666667	4316.33333333333	1728.23333333333	6602.8	5343.56666666667	2645.8	5974.68333333333	6717.33333333333
Actinobacterial signal transduction system MtrAB-LpqB	447	247	296	51	191	38	200	299	1178	548	277	140	190	533	287	59	16	20	249	129	1063	1434	2572	627	518	176	678	12	240	230	457	15	446	49	146	77	53	90	149	29	50	147	5	22	2	26	124	118	148	86	65	811	343	6	17	367	28	41	16	32	4	27
Activation of fatty acids as acyl-adenylates cluster subgroup FadD10	5	26	3	5	12	2	0	25	6	1	3	197	1	0	1	0	0	0	14	8	10	1	1	0	3	9	0	3	0	3	0	6	0	0	0	1	9	0	1	2	0	0	0	0	0	3	2	0	329	0	0	1	0	0	2	0	0	0	2	0	4	0
Acyclic terpene utilization	352	246	201	355	443	715	58	609	122	191	508	231	137	374	186	168	132	340	512	310	785	323	5977	137	443	546	1044	163	126	152	118	195	634	192	228	368	239	22	347	413	317	173	193	98	2	71	169	229	143	215	304	1476	465	12	42	897	181	154	460	183	410	258
Acyl carrier protein	313.571428571428	234.714285714286	355.5	98.2857142857143	100.857142857143	38.6428571428571	78.6428571428572	142.5	176.571428571429	293.571428571429	431.357142857143	646.785714285714	314.142857142857	474.785714285714	586	66.2857142857143	295.928571428572	245.642857142857	160.285714285714	158.571428571429	885	173.142857142857	501.857142857143	46.1428571428571	122.928571428571	144.285714285714	183.928571428571	26.6428571428571	79.2857142857143	181	134.071428571429	67.9285714285715	541	100.214285714286	297.142857142857	89.7142857142857	65.2857142857143	25.5	130.928571428571	322.071428571428	136.142857142857	220.5	259.428571428571	66.5714285714286	0.285714285714286	63.7857142857143	175.285714285714	450.428571428572	770.142857142857	333.571428571429	686.428571428571	684.785714285714	174.785714285714	7.85714285714286	18.5	557.357142857143	168.214285714286	638.5	558.642857142858	284	506.285714285714	559.5
Acyl-CoA thioesterase II	1821	1244	2403	151	250	227	175	434	1541	620	2251	2468	983	447	273	88	1036	676	288	299	971	784	2075	391	384	269	598	49	178	324	245	76	335	105	189	163	103	54	265	171	50	75	28	149	0	190	124	174	2327	60	62	826	270	8	30	251	30	1550	1102	69	1440	1462
Adaptation to d-cysteine	78	36	24	20	16	182	23	32	37	195	765	433	1760	182	82	12	2763	707	54	29	351	11	74	138	24	51	49	1	18	348	17	11	8	156	241	27	34	19	48	16	12	31	7	26	0	81	109	244	53	19	9	101	22	4	3	9	0	5448	2345	0	1533	405
Adenosyl nucleosidases	382	469	305	360	363	86	234	410	1080	1414	1682	659	900	870	1063	192	820	87	410	377	2038	571	1002	154	439	472	578	187	289	211	502	255	1316	147	353	227	179	67	294	1040	340	625	649	179	8	160	625	971	747	564	1396	1481	403	28	22	1617	370	1008	1004	724	1092	1653
Adenylylsulfate reductase	99.5	46	46	21	15.5	4	8.5	22	57.5	77	150	42.5	79.5	71	10.5	0	31	926.5	13	39	0	1	3.5	0	10	27	23.5	4	4.5	813	9.5	7.5	0	33	187	20.5	6.5	0	22	6	5	0	0	2	0	40.5	11.5	36	38.5	5	5.5	0	0	2	29.5	0	0	230	382.5	65.5	378.5	351
Adhesins in Staphylococcus	3.5	30	12	81.5	48	5	0	9.5	9	69	20.5	3	0	2	1	13	0	2	19	17	0	1	2	2	4	6	0	3	7	12	6	5	0	2.5	8.5	3	8	0	7	0	1	3	0	1	0	6	1	4	0	2	0	2	1	0	0	0	0	17.5	12	0	48.5	27
Aerotolerance operon	3524	728	3147	195	404	82	757	686	1604	2848	5218	2473	1357	479	179	73	117	399	640	565	866	845	2926	328	158	499	79	66	81	84	107	113	402	114	199	297	239	66	481	707	135	92	40	308	0	456	170	196	2310	98	145	665	172	26	48	352	45	100	550	265	4091	4376
Agrobacterium opine transport	576	171	323	55	49	17	78	51	170	236	793	513	490	176	158	12	2061	3778	123	68	2	2	32	16	38	99	73	8	81	1656	39	18	5	315	922	41	47	0	108	20	17	0	9	18	0	129	5	76	119	11	13	2	2	8	9	0	0	1296	891	0	742	1563
Agrocinopine utilization	0	20	3	0	2	2	5	0	0	3	3	6	8	3	0	2	0	0	0	0	0	0	0	0	0	0	4	1	2	2	0	1	1	2	4	1	0	0	2	0	0	0	2	0	0	6	1	3	9	0	0	3	3	0	0	2	2	0	11	0	6	118
Alginate biosynthesis	1847.5	4090.5	1881	2114	1939.5	1741	903	2531	3716.5	4109	7703.5	3848	4915.5	2370	1909	1468.5	2194.5	2657	2641.5	2559.5	12430.5	2820	7774	1631	2505	2642	2575	1367	1524	1931.5	1916.5	1551	5842.5	1827	2135.5	1870	1220	345.5	1957.5	4433	2134.5	3533.5	2368.5	1083	24.5	702.5	1961	2766	2581	2383.5	4858.5	7984	2343.5	1582.5	2023.5	6383.5	1886	2120	3231.5	4063	7435.5	4734.5
Alkane biosynthesis in bacteria	194.25	182.75	247.5	49	47	29.5	67.5	90.5	54.25	331.75	492.75	514	378.5	242	274	14	365	112.25	100.25	98.75	348.75	27.75	240.5	10	54	99	92.25	15.5	18.25	23.5	63.5	28.25	48.5	38.5	147.5	53.75	50.75	8.5	119.75	90.5	27	13	153.5	20.25	0.5	53	158.25	333.5	637.75	61.5	98.5	224	75.75	1.75	6.5	34.5	9.25	516.25	485.5	84.75	482.5	429.25
Alkane synthesis in bacteria 2	98	123	92	21.5	36.5	31.5	48.5	75.5	83.5	200.5	63.5	58.5	49	95.5	121	10.5	22	14	126.5	100	422.5	430	140.5	0	59	100	92	14.5	76	82	142.5	16.5	33	10.5	31	38	27.5	15	79.5	8	13	2	2	12	0	6	29.5	44	20.5	27	23	652.5	124	1.5	6	69.5	0	6.5	5.5	1	44	8.5
Alpha-acetolactate operon	14.5	6	2	171	126.5	18.5	1	133	11	30	23.5	125.5	45.5	32.5	8.5	22	2111.5	74	27	47.5	2	2	84.5	1	41.5	76.5	55.5	10	9.5	14	34	33.5	1.5	39	25.5	99.5	42	1	72	30.5	82.5	0	92	37	0	12.5	26	27	6	73	117	3	2	8.5	6	24.5	3.5	1705.5	604	0	67	11.5
Amidase clustered with urea and nitrile hydratase functions	30	121	33	357	413	1872	14	304	46	105	31	409	299	219	106	163	122	118	372	261	1012	176	1030	452	423	413	214	1347	161	105	235	217	1519	230	643	377	294	31	184	1664	626	1918	251	121	12	19	214	290	33	206	183	1383	245	1270	2349	1653	735	111	52	1843	120	108
Amino acid racemase	1530.25	1139.83333333333	1712.75	209.083333333333	417.25	500.25	777.083333333333	473.833333333333	1399.25	2458.33333333333	3317.5	3002.58333333333	3035.91666666667	2356.25	2289.08333333333	145	3337.58333333333	2266.41666666667	510.166666666667	511.583333333333	4018.25	853.166666666666	2517.66666666666	523.25	468.666666666667	570.666666666667	708.416666666667	208.166666666667	287.416666666667	1485.83333333333	685.25	138.916666666667	2027.33333333333	389.25	1989.25	390.583333333333	233.083333333333	121.5	521.166666666667	1251.58333333333	545.583333333333	893.333333333333	791.916666666667	236.416666666667	8.58333333333333	359.75	1206	2455.83333333333	2266.66666666667	1027.33333333333	1983.83333333333	3098.16666666666	879.916666666667	249.583333333333	420.583333333333	2420.41666666667	608.916666666667	4718.08333333334	3254.16666666667	1103.91666666667	2980.66666666667	3570.83333333333
Aminoglycoside modifying enzymes: N-acetyltransferases	60	68	23.5	137	218.5	1114.5	21	155.5	19	187	85	352	218	386.5	36	60	36	13	124.5	97.5	160	25	143.5	152.5	221.5	107	251	232.5	27	28	92	38	562	52	177	288.5	102	15	89	232	129	991	21	25	1	38	110	291	76	461	1215	114	14	1295	1480	308.5	312	10	274	343	179	522
Aminoglycoside modifying enzymes: O-nucleotidyltransferases	6	40	0	2	12	10	208	6	7	364	42	465	165	290	8	8	14	2	11	19	68	6	39	21	45	12	452	2	3	2	4	3	33	4	950	8	6	3	13	35	4	0	4	44	0	10	668	1318	1016	3	2	36	10	0	0	5	8	8	141	0	59	99
Aminoglycoside modifying enzymes: O-phosphotransferases	663.5	53	789.5	11	37	5	14	34	240	66	141	45	62	51	35	9	2	55	39	27.5	235	47	252	32	55	31	8	4	13	12	93	13	52	19	21	30	14	22	22	14	12	9	2	6	0	48	12.5	6	21	18	14	192	91	0	5	101	2	67	81.5	10	225	434
An Arabinose Sensor	1434	907	1088	101	180	32	1461	287	4102	2603	1948	1779	4592	1435	4180	116	4803	559	173	183	1279	150	88	4	101	185	1702	33	488	1044	895	82	129	319	3046	163	221	8	325	76	82	5	3179	574	0	412	840	2536	1347	50	47	315	98	32	35	315	6	7630	3658	7	5361	2809
Anaerobic Oxidative Degradation of L-Ornithine	4	6	2	11	80	20	5	39	4	31	12	9	6	7	6	6	12	7	6	20	0	26	210	28	8	11	0	2	0	4	2	8	9	5	1	27	39	4	26	182	40	53	4	0	0	63	4	21	4	2	18	43	16	4	4	243	55	6	92	77	109	211
Anaerobic dimethyl sulfoxide reductase (EC 1.8.5.3)	4	9.5	4	4	19.5	4.5	5.5	9	5	111.5	131.5	12	175	6	5	5.5	74	0	12	105.5	0.5	8	9	2.5	4	14	3	2	2	3	1	6	4.5	7	4	10	8	5	24	6.5	4.5	0.5	1.5	18	0	108.5	16	239.5	1.5	1.5	1.5	3	2	3	2.5	0	4.5	6469	4227	0	1820	238.5
Anaerobic glycerol-3-phosphate dehydrogenase subunits	4	7	2	97.5	273	1462.5	2	49	6	38	14.5	131	108.5	34	6	21	6	2	17.5	34.5	27	20.5	69.5	455	440.5	58	39	1493	2	1	4	3	78	2	1	329.5	188	0	40.5	238	111.5	482.5	5	1.5	4.5	51	3	61.5	0	20	41.5	4.5	5.5	814.5	1161.5	35	61	4652	1569.5	598	613.5	40
Anaerobic module of TCA	5851.5	3830.33333333334	7028.5	1820	1980.33333333333	2941.83333333333	1269.16666666667	2378.16666666667	2544.83333333333	4321	6496.66666666666	6997.33333333334	5110.83333333333	5559.66666666667	5750.99999999999	1654.33333333333	4632.83333333333	3742.83333333333	2552.66666666667	2492	13024.8333333333	2696.33333333333	8959.83333333332	1567.66666666667	2479.66666666667	2415.66666666667	2635.5	1743.5	1551.33333333333	2382.83333333333	2675.83333333333	1648.33333333333	8079.66666666666	1984.66666666667	3379.33333333334	2207.83333333333	1483.33333333333	357.833333333333	2183.16666666667	6022.16666666666	2484.5	5286.16666666666	2374	1154	32.1666666666667	919.666666666666	2471.66666666667	3901.83333333333	5962.66666666667	3562.83333333333	7263.16666666666	9306.16666666667	2860.33333333333	3095.83333333333	3768.16666666667	8071.83333333333	2507.33333333333	4983.5	5049.16666666667	5221.83333333333	6572.66666666667	6796.66666666668
Anaerobic respiratory complex QmoABC	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Anaerobic toluene and ethylbenzene degradation	32	14	2	7.5	11	14	5	29.5	0	6	80	10	6	8	292.5	4.5	5	38	4.5	8	111	75.5	145.5	7	2	5.5	0	0	1	11	1	2	83	6	2	8	6	0	17	152.5	33	71.5	1	0	0	8	3	12	2	3	3	32	10	34	22	81.5	10	112	96	70.5	63	63
Anthrose Biosynthesis	0	6	2	0	2	0	0	5	0	6	0	1	4	10	2	2	0	0	6	13	0	0	0	0	0	2	3	0	1	0	19	0	2	0	0	0	0	0	0	4	4	1	174	0	0	0	229	18	6	0	0	10	0	0	0	6	10	0	0	0	0	0
Antibiotic anticapsin - bacilysin	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Antibiotic targets in DNA processing	8373.16666666667	5868.5	10276.8333333333	800.333333333333	1544.83333333333	2422.66666666667	2150.5	2141.83333333333	6133.83333333333	7742.66666666668	12689.5	12682.6666666667	8743	7684.16666666667	7374.33333333333	394	5764.5	7008.66666666667	1713.66666666667	1707.5	10080.5	2932.16666666667	6639.33333333332	1373.33333333333	1683.83333333333	1943.16666666667	2814.5	1116.5	947.666666666667	4528.16666666667	2364.66666666666	474.000000000001	4277.83333333334	2000.66666666667	5427.16666666667	1466.83333333334	1063.83333333333	288	1909.5	3709.33333333333	1235.83333333333	2645.66666666667	2787.33333333333	957.166666666667	29.3333333333333	1325.33333333333	2779.5	5981.83333333333	12471.8333333333	1856.16666666667	3505.5	6574.66666666667	1989.5	2169	3004	5047.5	1210	13509.8333333333	10272	3072.5	11525	13070.6666666667
Antibiotic targets in cell wall biosynthesis	3117.33333333334	2664.66666666667	3220	436.333333333334	904.333333333333	546.5	1503.83333333333	1314.33333333333	3928.66666666667	5583.16666666666	6742.5	6347.5	5273.33333333333	5413.16666666667	6101.66666666667	259.166666666667	4768.5	1544.66666666667	1275	1089.33333333333	11583.1666666667	2811.5	5458.83333333333	1663	788.833333333333	1177.33333333333	2189	205.333333333333	654.666666666667	1489.83333333333	1685.5	289.666666666667	5856.66666666667	473	3246.66666666666	558.5	476	256	1053.66666666667	3753.33333333333	1233.83333333333	2564.16666666667	2866.16666666667	345.833333333333	30.3333333333333	539.833333333333	2921.66666666667	5638.83333333333	6581.33333333333	2048	4720	7953.83333333333	2211.66666666667	59.5	108.666666666667	6948.5	1788.16666666667	6074.5	4792.66666666667	3332.66666666667	4935.16666666667	4681.83333333333
